City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code,z_score
Odessa,48.0,Ruben Ausman,Corporate,0.04,1,2013-07-20,16065,High,15,0.38,Technology,Jumbo Drum,Canon PC940 Copier,Copiers and Fax,1200.205,Central,2222,6933.45,2013-07-20,Delivery Truck,49.0,Texas,449.99,79762,1.4387186031649695
East Providence,48.0,David Kendrick,Home Office,0.05,1,2013-07-20,57249,High,30,0.64,Furniture,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Office Furnishings,365.25,East,8010,1775.33,2013-07-21,Regular Air,12.23,Rhode Island,60.65,2914,-0.00015291596687328187
Paris,48.0,Ruben Ausman,Corporate,0.06,1,2013-07-20,16065,High,14,0.37,Office Supplies,Wrap Bag,EcoTones® Memo Sheets,Paper,8.07,Central,2223,54.99,2013-07-21,Regular Air,1.3,Texas,4.0,75460,-0.4800464099575664
Riviera Beach,48.0,Tracy Zic,Consumer,0.08,1,2013-07-20,23041,Low,5,0.4,Office Supplies,Small Box,Ibico Ibimaster 300 Manual Binding System,Binders and Binder Accessories,203.439,South,3210,1811.25,2013-07-22,Regular Air,19.99,Florida,367.99,33404,0.009867065143922103
Dodge City,48.0,Seth Vernon,Home Office,0.06,1,2013-07-20,38017,Low,26,0.36,Office Supplies,Wrap Bag,Rediform S.O.S. Phone Message Books,Paper,45.14,Central,5347,122.51,2013-07-24,Regular Air,0.8,Kansas,4.98,67801,-0.46121152341522503
Fairfield,48.0,Jim Kriz,Consumer,0.03,1,2013-07-20,32002,Low,37,0.79,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,-73.77,East,4496,1196.2,2013-07-24,Regular Air,6.5,Ohio,30.98,45014,-0.16170279516216612
Riviera Beach,48.0,Tracy Zic,Consumer,0.08,1,2013-07-20,23041,Low,10,0.75,Furniture,Jumbo Box,Bevis Boat-Shaped Conference Table,Tables,-474.49,South,3211,2642.95,2013-07-27,Delivery Truck,62.74,Florida,262.11,33404,0.2418720286697713
Riviera Beach,48.0,Tracy Zic,Consumer,0.02,1,2013-07-20,23041,Low,21,0.35,Office Supplies,Small Box,GBC VeloBinder Strips,Binders and Binder Accessories,-31.5905,South,3209,173.7,2013-07-27,Regular Air,6.16,Florida,7.68,33404,-0.4469319345215275
Dodge City,48.0,Seth Vernon,Home Office,0.08,1,2013-07-20,38017,Low,27,0.59,Technology,Small Box,StarTAC 3000,Telephones and Communication,453.654,Central,5348,2846.361,2013-07-27,Regular Air,7.69,Kansas,125.99,67801,0.2986140770474995
Weatherford,48.0,Gary Mitchum,Consumer,0.0,1,2013-07-21,28932,Low,24,0.51,Furniture,Small Pack,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Office Furnishings,33.47,Central,4062,269.57,2013-07-21,Express Air,5.4,Texas,10.4,76086,-0.4201887388341124
Shaker Heights,48.0,John Castell,Consumer,0.04,1,2013-07-21,57639,Critical,24,0.56,Furniture,Large Box,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Office Furnishings,330.5,East,8082,2239.52,2013-07-21,Regular Air,18.13,Ohio,95.46,44118,0.12933413948468855
Southgate,48.0,Lela Donovan,Corporate,0.02,1,2013-07-21,10306,Low,20,0.48,Furniture,Small Box,DAX Clear Channel Poster Frame,Office Furnishings,51.5,Central,1420,310.31,2013-07-21,Regular Air,7.4,Michigan,14.58,48195,-0.4088242056923027
Overland,48.0,Annie Thurman,Home Office,0.01,1,2013-07-21,46310,High,42,0.59,Office Supplies,Small Box,Iceberg Mobile Mega Data/Printer Cart ®,Storage & Organization,1361.56,Central,6506,5423.58,2013-07-21,Regular Air,19.99,MO,120.33,63114,1.0175362846862221
Mansfield,48.0,Kean Nguyen,Corporate,0.06,1,2013-07-21,41569,Critical,49,0.38,Office Supplies,Small Box,Xerox 1881,Paper,47.1,East,5855,617.34,2013-07-22,Regular Air,6.47,Ohio,12.28,44903,-0.3231773571275059
Overland,48.0,Annie Thurman,Home Office,0.04,1,2013-07-21,46310,High,29,0.38,Office Supplies,Small Box,GBC DocuBind P50 Personal Binding Machine,Binders and Binder Accessories,652.188,Central,6504,1935.25,2013-07-22,Regular Air,11.55,MO,63.98,63114,0.044457200381634386
Overland,48.0,Annie Thurman,Home Office,0.1,1,2013-07-21,46310,High,13,0.59,Office Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,-6.23,Central,6505,278.5,2013-07-22,Regular Air,5.53,MO,22.01,63114,-0.41769769119159006
Saint Clair Shores,48.0,Khloe Miller,Corporate,0.03,1,2013-07-21,41569,Critical,16,0.44,Furniture,Wrap Bag,3M Hangers With Command Adhesive,Office Furnishings,5.25,Central,5856,60.76,2013-07-23,Regular Air,1.61,Michigan,3.7,48080,-0.4784368528581987
Foster City,48.0,Barry Weirich,Corporate,0.01,1,2013-07-21,45762,Low,21,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,308.53,West,6437,793.85,2013-07-26,Regular Air,5.08,California,37.94,94404,-0.2739394154274366
Weslaco,48.0,Gary Mitchum,Consumer,0.1,1,2013-07-21,28932,Low,18,0.56,Office Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,-12.59,Central,4063,98.94,2013-07-28,Regular Air,2.27,Texas,5.85,78596,-0.46778643863742564
Ferguson,48.0,Hallie Redmond,Small Business,0.09,1,2013-07-22,16165,Not Specified,19,0.71,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,183.28,Central,2244,3555.29,2013-07-22,Express Air,19.99,MO,193.17,63135,0.4963717382082748
Ferguson,48.0,Hallie Redmond,Small Business,0.07,1,2013-07-22,16165,Not Specified,24,0.63,Furniture,Medium Box,Deflect-o Glass Clear Studded Chair Mats,Office Furnishings,376.52,Central,2243,1452.48,2013-07-23,Express Air,10.84,MO,62.18,63135,-0.09021279630151367
League City,48.0,Erin Smith,Home Office,0.09,1,2013-07-22,42086,High,18,0.59,Office Supplies,Wrap Bag,Newell 339,Pens & Art Supplies,-2.39,Central,5935,50.15,2013-07-23,Regular Air,0.97,Texas,2.78,77573,-0.4813965410426513
Ferguson,48.0,Hallie Redmond,Small Business,0.01,1,2013-07-22,16165,Not Specified,4,0.75,Technology,Small Box,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,-125.16,Central,2242,136.68,2013-07-24,Express Air,4.0,MO,30.73,63135,-0.4572587636062058
Overland Park,48.0,Anna Andreadi,Small Business,0.08,1,2013-07-22,26373,Medium,7,0.57,Office Supplies,Small Box,Belkin 8 Outlet Surge Protector,Appliances,2.3,Central,3691,285.08,2013-07-25,Regular Air,5.33,Kansas,40.98,66212,-0.41586218240236306
Berea,48.0,Lena Radford,Small Business,0.06,1,2013-07-23,32323,High,3,0.39,Office Supplies,Small Box,Xerox 1991,Paper,-21.13,East,4542,75.81,2013-07-23,Regular Air,8.18,Ohio,22.84,44017,-0.47423861467007317
Colonia,48.0,Christy Brittain,Consumer,0.02,1,2013-07-23,26784,Critical,12,0.64,Furniture,Jumbo Drum,Hon Every-Day® Chair Series Swivel Task Chairs,Chairs & Chairmats,-64.14,East,3749,1466.95,2013-07-24,Delivery Truck,30.0,New Jersey,120.98,7067,-0.08617635068143546
Hawthorne,48.0,Christy Brittain,Consumer,0.09,1,2013-07-23,26784,Critical,33,0.39,Technology,Medium Box,Sharp EL500L Fraction Calculator,Office Machines,-37.9407,East,3750,440.23,2013-07-24,Regular Air,7.51,New Jersey,13.99,7506,-0.3725826704496932
Berea,48.0,Lena Radford,Small Business,0.01,1,2013-07-23,32323,High,3,0.61,Technology,Small Pack,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,-31.43,East,4541,28.75,2013-07-24,Regular Air,3.62,Ohio,8.46,44017,-0.487366128898192
Menlo Park,48.0,Natalie Webber,Consumer,0.0,1,2013-07-23,56869,Low,10,0.59,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Appliances,157.45,West,7960,842.19,2013-07-25,Regular Air,4.5,California,80.98,94025,-0.2604548417387994
Berea,48.0,Lena Radford,Small Business,0.02,1,2013-07-23,32323,High,38,0.6,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,-118.481,East,4543,259.7175,2013-07-25,Regular Air,5.03,Ohio,7.99,44017,-0.4229371203456411
North Platte,48.0,Liz MacKendrick,Corporate,0.1,1,2013-07-23,3109,Low,47,0.41,Furniture,Small Pack,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Office Furnishings,199.3,Central,458,1005.74,2013-07-30,Regular Air,8.99,Nebraska,22.23,69101,-0.21483212707647809
Chandler,48.0,Rob Williams,Home Office,0.04,1,2013-07-23,57440,Low,12,0.58,Technology,Small Box,DPC 650 Piper,Telephones and Communication,-43.252,West,8040,1171.232,2013-07-30,Express Air,2.5,Arizona,115.99,85224,-0.16866768626390163
North Platte,48.0,Liz MacKendrick,Corporate,0.01,1,2013-07-23,3109,Low,37,0.58,Technology,Small Box,Talkabout T8097,Telephones and Communication,1653.966,Central,459,6477.7395,2013-07-30,Regular Air,8.99,Nebraska,205.99,69101,1.3115969271629897
Metairie,48.0,Rob Beeghly,Consumer,0.05,1,2013-07-24,51780,Low,44,0.36,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,11.45,South,7257,185.82,2013-07-24,Express Air,2.26,Louisiana,4.2,70003,-0.4435510277547447
Provo,48.0,Cari Sayre,Corporate,0.1,1,2013-07-24,35046,Medium,21,0.39,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,-54.671,West,4926,151.86,2013-07-24,Express Air,6.05,Utah,7.1,84604,-0.45302426156662134
Provo,48.0,Cari Sayre,Corporate,0.07,1,2013-07-24,35046,Medium,13,0.6,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-113.08,West,4927,3583.87,2013-07-25,Delivery Truck,69.55,Utah,284.98,84604,0.5043442064751604
Provo,48.0,Cari Sayre,Corporate,0.03,1,2013-07-24,35046,Medium,45,0.65,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,1759.72,West,4928,4951.36,2013-07-25,Express Air,5.81,Utah,107.53,84604,0.8858092390253149
Metairie,48.0,Rob Beeghly,Consumer,0.04,1,2013-07-24,51780,Low,26,0.41,Office Supplies,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,-584.93,South,7255,1846.2,2013-07-26,Delivery Truck,60.0,Louisiana,68.81,70003,0.01961646213229344
Hammond,48.0,Evan Minnotte,Corporate,0.04,1,2013-07-24,15463,Low,48,0.4,Office Supplies,Small Box,Xerox 1920,Paper,-193.48,Central,2158,293.3,2013-07-26,Express Air,7.5,Indiana,5.98,46324,-0.413569191179347
Colonia,48.0,Giulietta Dortch,Consumer,0.03,1,2013-07-24,45030,High,1,0.57,Office Supplies,Small Box,Recycled Eldon Regeneration Jumbo File,Storage & Organization,-7.25,East,6353,18.16,2013-07-26,Regular Air,6.13,New Jersey,12.28,7067,-0.490320238028574
Oakville,48.0,Rob Beeghly,Consumer,0.01,1,2013-07-24,51780,Low,42,0.4,Office Supplies,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders and Binder Accessories,-177.031,Central,7258,372.69,2013-07-31,Express Air,8.94,MO,8.04,63129,-0.3914231360461052
Metairie,48.0,Rob Beeghly,Consumer,0.09,1,2013-07-24,51780,Low,11,0.37,Office Supplies,Small Box,Avery 520,Labels,7.41,South,7256,32.03,2013-07-31,Regular Air,0.5,Louisiana,3.15,70003,-0.48645116403061384
Wilmington,48.0,Elpida Rittenbach,Consumer,0.01,1,2013-07-25,15271,Critical,18,,Furniture,Medium Box,SAFCO Folding Chair Trolley,Chairs & Chairmats,589.38,East,2139,2389.3,2013-07-25,Regular Air,12.65,Delaware,128.24,19805,0.1711156754194027
Cleveland Heights,48.0,Arthur Prichep,Home Office,0.07,1,2013-07-25,31073,Medium,26,0.85,Office Supplies,Large Box,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Storage & Organization,-618.95,East,4361,4322.26,2013-07-25,Regular Air,35.0,Ohio,167.27,44106,0.7103200932346313
North Bergen,48.0,Mark Packer,Small Business,0.03,1,2013-07-25,40005,High,9,0.59,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,-8.7,East,5653,130.43,2013-07-25,Regular Air,4.51,New Jersey,13.48,7047,-0.4590022180032679
Wilmington,48.0,Elpida Rittenbach,Consumer,0.03,1,2013-07-25,15271,Critical,7,0.57,Technology,Small Pack,Accessory13,Telephones and Communication,-77.902,East,2140,222.258,2013-07-25,Regular Air,1.25,Delaware,35.99,19805,-0.4333865491435208
Manteca,48.0,Brian Stugart,Consumer,0.08,1,2013-07-25,23719,Critical,17,0.35,Office Supplies,Small Box,Southworth Structures Collection™,Paper,-28.13,West,3318,122.74,2013-07-27,Regular Air,5.47,California,7.28,95336,-0.46114736429341313
Bethesda,48.0,Vivek Sundaresam,Home Office,0.04,1,2013-07-25,47556,Low,29,0.37,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,108.21,East,6687,475.58,2013-07-27,Regular Air,4.0,Maryland,15.98,20814,-0.3627216923799099
Cleveland Heights,48.0,Arthur Prichep,Home Office,0.02,1,2013-07-25,31073,Medium,39,0.44,Furniture,Small Box,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Office Furnishings,843.12,East,4360,1818.76,2013-07-28,Regular Air,6.77,Ohio,46.94,44106,0.011961999947431934
Bangor,48.0,Mark Packer,Small Business,0.1,1,2013-07-25,40005,High,20,0.68,Furniture,Wrap Bag,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Office Furnishings,244.45,East,5652,873.82,2013-07-28,Regular Air,4.8,Maine,45.98,4401,-0.2516315677261475
Urbandale,48.0,Sanjit Chand,Home Office,0.07,1,2013-07-25,24064,Medium,23,0.57,Technology,Jumbo Drum,Panasonic KX-P3200 Dot Matrix Printer,Office Machines,935.8,Central,3362,6366.52,2013-07-28,Delivery Truck,14.7,Iowa,297.64,50322,1.280571946952742
Eau Claire,48.0,Michael Dominguez,Home Office,0.06,1,2013-07-25,5445,Low,4,0.38,Office Supplies,Small Box,Avery 52,Labels,14.43,Central,760,29.42,2013-07-30,Express Air,0.5,Wisconsin,3.69,54703,-0.48717923058682694
Eau Claire,48.0,Michael Dominguez,Home Office,0.01,1,2013-07-25,5445,Low,9,0.52,Office Supplies,Wrap Bag,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Pens & Art Supplies,-1.82,Central,761,46.48,2013-08-01,Regular Air,1.93,Wisconsin,4.63,54703,-0.4824202974646062
Mission Viejo,48.0,Corey Lock,Home Office,0.06,1,2013-07-26,45254,High,45,0.69,Furniture,Jumbo Box,KI Conference Tables,Tables,-3033.57,West,6377,3327.84,2013-07-27,Delivery Truck,89.3,California,70.89,92691,0.4329239457903905
Redlands,48.0,David Bremer,Corporate,0.02,1,2013-07-26,13090,Not Specified,15,0.38,Office Supplies,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,12.97,West,1822,150.2,2013-07-27,Regular Air,4.39,California,9.27,92374,-0.45348732305448103
Wilkes Barre,48.0,Odella Nelson,Small Business,0.04,1,2013-07-26,19205,Medium,47,0.39,Office Supplies,Small Box,Xerox 1935,Paper,479.62,East,2655,1291.35,2013-07-27,Regular Air,5.86,Pennsylvania,26.38,18705,-0.13516044542129257
Portland,48.0,Dean Percer,Home Office,0.02,1,2013-07-26,35271,High,19,0.56,Technology,Small Box,5180,Telephones and Communication,64.53,East,4959,1083.4015,2013-07-27,Regular Air,8.99,Maine,65.99,4101,-0.19316824169128782
Wilkes Barre,48.0,Odella Nelson,Small Business,0.0,1,2013-07-26,19205,Medium,31,0.41,Office Supplies,Wrap Bag,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Pens & Art Supplies,2.36,East,2656,107.97,2013-07-28,Regular Air,1.86,Pennsylvania,3.26,18705,-0.46526749572455034
Paradise,48.0,Kean Thornton,Corporate,0.09,1,2013-07-26,20225,Low,33,0.38,Office Supplies,Small Box,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-122.6705,West,2802,124.78,2013-08-02,Regular Air,5.26,California,3.98,95969,-0.4605783007782121
Paradise,48.0,Kean Thornton,Corporate,0.1,1,2013-07-26,20225,Low,22,0.49,Office Supplies,Wrap Bag,Avery Hi-Liter® Smear-Safe Highlighters,Pens & Art Supplies,30.5,West,2803,123.4,2013-08-02,Regular Air,0.83,California,5.84,95969,-0.46096325550908335
Anacortes,48.0,Aaron Bergman,Corporate,0.0,1,2013-07-27,36262,Not Specified,26,0.59,Technology,Small Box,V70,Telephones and Communication,1148.904,West,5088,4701.69,2013-07-27,Express Air,2.5,Washington,205.99,98221,0.8161631175349954
Anacortes,48.0,Aaron Bergman,Corporate,0.03,1,2013-07-27,36262,Not Specified,23,0.37,Office Supplies,Small Box,Xerox 1968,Paper,-47.64,West,5086,164.02,2013-07-28,Express Air,6.15,Washington,6.68,98221,-0.4496321966916973
Anacortes,48.0,Aaron Bergman,Corporate,0.01,1,2013-07-27,36262,Not Specified,23,0.56,Office Supplies,Small Pack,Acme® Preferred Stainless Steel Scissors,"Scissors, Rulers and Trimmers",-30.51,West,5087,136.81,2013-07-28,Regular Air,3.6,Washington,5.68,98221,-0.45722249975474694
Santa Clara,48.0,Bryan Spruell,Home Office,0.08,1,2013-07-27,47584,Critical,43,0.57,Office Supplies,Wrap Bag,Newell 307,Pens & Art Supplies,-8.95,West,6689,74.99,2013-07-28,Regular Air,0.83,California,1.82,95051,-0.4744673558869677
Schenectady,48.0,Stewart Visinsky,Corporate,0.09,1,2013-07-27,16640,Low,6,0.69,Furniture,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,-227.51,East,2307,652.33,2013-07-29,Delivery Truck,30.0,New York,113.98,12306,-0.3134168020309934
Delaware,48.0,Denny Blanton,Home Office,0.08,1,2013-07-27,18241,Low,25,0.6,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,-969.048366,East,2511,9944.49,2013-07-29,Delivery Truck,76.37,Ohio,400.98,43015,2.2786563516017533
Valley Stream,48.0,Anne Pryor,Home Office,0.08,1,2013-07-27,52480,Not Specified,47,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,173.94,East,7362,1020.88,2013-07-29,Regular Air,8.99,New York,22.72,11580,-0.21060878314503484
Santa Clara,48.0,Bryan Spruell,Home Office,0.03,1,2013-07-27,47584,Critical,4,0.36,Office Supplies,Small Box,Avery 508,Labels,1.3,West,6688,20.19,2013-07-29,Regular Air,0.5,California,4.91,95051,-0.4897539640404083
Delaware,48.0,Denny Blanton,Home Office,0.05,1,2013-07-27,18241,Low,3,0.48,Technology,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,-55.11,East,2510,64.5,2013-07-29,Regular Air,1.99,Ohio,20.89,43015,-0.4773935697469967
Holbrook,48.0,Karen Ferguson,Corporate,0.03,1,2013-07-28,26341,Critical,8,0.63,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-281.2238,East,3683,1095.27,2013-07-30,Delivery Truck,51.94,New York,124.49,11741,-0.18985749152944276
Charleston,48.0,Tiffany House,Corporate,0.03,1,2013-07-28,55234,Low,5,0.57,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,-7.54,South,7705,17.06,2013-07-30,Regular Air,2.03,South Carolina,2.98,29418,-0.49062708600245697
Albuquerque,48.0,Lauren Leatherbury,Corporate,0.1,1,2013-07-28,31809,High,1,0.35,Office Supplies,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,-13.74,West,4461,15.0,2013-07-30,Regular Air,5.76,New Mexico,9.78,87105,-0.49120172857172867
Charleston,48.0,Tiffany House,Corporate,0.09,1,2013-07-28,55234,Low,12,0.62,Technology,Small Box,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Computer Peripherals,-82.67,South,7704,600.86,2013-08-01,Regular Air,5.5,South Carolina,53.98,29418,-0.32777449768167927
Boulder,48.0,Eugene Moren,Home Office,0.02,1,2013-07-29,19843,Medium,33,0.58,Technology,Small Box,LX 788,Telephones and Communication,1020.411,West,2751,4416.651,2013-07-29,Regular Air,8.99,Colorado,155.99,80303,0.7366507178735255
Glenview,48.0,Mike Pelletier,Corporate,0.03,1,2013-07-29,25634,Not Specified,26,0.35,Office Supplies,Small Box,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,185.32,Central,3592,626.07,2013-07-30,Express Air,6.71,Illinois,23.99,60025,-0.32074210002568954
Twin Falls,48.0,Tim Brockman,Consumer,0.02,1,2013-07-29,48321,High,31,0.55,Office Supplies,Small Box,"Hot File® 7-Pocket, Floor Stand",Storage & Organization,1856.12,West,6784,5875.66,2013-07-30,Regular Air,19.99,Idaho,178.47,83301,1.1436452228980365
Fridley,48.0,Neil Ducich,Home Office,0.03,1,2013-07-29,51041,High,47,0.55,Technology,Small Box,252,Telephones and Communication,846.945,Central,7152,2766.818,2013-07-30,Regular Air,5.92,Minnesota,65.99,55432,0.27642534215061776
San Marcos,48.0,Candace McMahon,Corporate,0.07,1,2013-07-29,22054,Medium,32,0.37,Furniture,Small Pack,G.E. Halogen Desk Lamp Bulbs,Office Furnishings,57.55,Central,3075,216.79,2013-07-31,Regular Air,2.83,Texas,6.98,78666,-0.4349118625264225
Issaquah,48.0,Ruben Dartt,Corporate,0.03,1,2013-07-29,57216,High,48,0.41,Office Supplies,Wrap Bag,"Sanford Uni-Blazer™ View Highlighters, Chisel Tip, Yellow",Pens & Art Supplies,4.48,West,8007,109.78,2013-07-31,Regular Air,1.2,Washington,2.2,98027,-0.46476259133116116
Glenview,48.0,Mike Pelletier,Corporate,0.03,1,2013-07-29,25634,Not Specified,29,0.6,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,28.99,Central,3591,593.32,2013-08-01,Regular Air,4.0,Illinois,20.95,60025,-0.329877801066295
Danville,48.0,Eugene Moren,Home Office,0.06,1,2013-07-30,20832,Not Specified,47,0.37,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-20.447,South,2888,88.7,2013-07-30,Regular Air,1.49,Kentucky,1.88,40422,-0.47064291432157224
Erie,48.0,Hallie Redmond,Small Business,0.08,1,2013-07-30,56128,Medium,41,0.57,Office Supplies,Small Pack,Boston KS Multi-Size Manual Pencil Sharpener,Pens & Art Supplies,-49.66,East,7848,902.19,2013-07-30,Regular Air,8.99,Pennsylvania,22.99,16509,-0.24371767952700313
Harrisburg,48.0,Hallie Redmond,Small Business,0.1,1,2013-07-30,56128,Medium,19,0.67,Furniture,Jumbo Box,Hon 61000 Series Interactive Training Tables,Tables,33.98895,East,7849,657.232,2013-07-31,Delivery Truck,46.59,Pennsylvania,44.43,17112,-0.3120493758782896
McKeesport,48.0,Jessica Myrick,Small Business,0.08,1,2013-07-30,39650,Not Specified,47,0.42,Furniture,Wrap Bag,"Master Caster Door Stop, Large Neon Orange",Office Furnishings,-175.15,East,5592,329.06,2013-07-31,Regular Air,7.98,Pennsylvania,7.28,15131,-0.4035938425011164
Killeen,48.0,Nat Carroll,Home Office,0.08,1,2013-07-30,24196,High,2,0.4,Office Supplies,Small Box,Xerox 1971,Paper,-8.88,Central,3395,13.44,2013-07-31,Regular Air,5.17,Texas,4.28,76541,-0.49163689478923533
Killeen,48.0,Nat Carroll,Home Office,0.05,1,2013-07-30,24196,High,24,0.55,Office Supplies,Small Box,"Trav-L-File Heavy-Duty Shuttle II, Black",Storage & Organization,-5.41,Central,3396,1049.49,2013-08-01,Regular Air,16.36,Texas,43.57,76541,-0.2026279462970433
Danville,48.0,Eugene Moren,Home Office,0.08,1,2013-07-30,20832,Not Specified,39,0.54,Office Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,4.13,South,2889,105.89,2013-08-01,Regular Air,0.93,Kentucky,2.84,40422,-0.4658477173478926
McKeesport,48.0,Jessica Myrick,Small Business,0.0,1,2013-07-30,39650,Not Specified,10,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-189.02,East,5591,1004.89,2013-08-02,Delivery Truck,42.0,Pennsylvania,89.99,15131,-0.21506923687447854
Belvidere,48.0,Beth Thompson,Corporate,0.1,1,2013-07-31,22151,High,49,0.55,Furniture,Small Box,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,-79.72,Central,3089,465.83,2013-07-31,Regular Air,6.22,Illinois,9.65,61008,-0.3654414812393268
Pensacola,48.0,Rachel Payne,Consumer,0.03,1,2013-07-31,34407,Low,41,0.4,Office Supplies,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,220.99,South,4838,1484.89,2013-07-31,Regular Air,14.72,Florida,35.89,32503,-0.08117193918010837
Drexel Hill,48.0,Beth Thompson,Corporate,0.04,1,2013-07-31,22151,High,20,0.39,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,9.8175,East,3090,515.37,2013-08-01,Regular Air,12.98,Pennsylvania,24.92,19026,-0.3516221643064537
Dover,48.0,Sara Luxemburg,Small Business,0.01,1,2013-07-31,43200,Not Specified,3,0.39,Office Supplies,Small Box,Ibico EB-19 Dual Function Manual Binding System,Binders and Binder Accessories,-62.1345,East,6095,554.32,2013-08-01,Regular Air,19.99,New Jersey,172.99,7801,-0.34075695650396254
Millville,48.0,Sara Luxemburg,Small Business,0.04,1,2013-07-31,43200,Not Specified,15,0.85,Technology,Wrap Bag,Accessory4,Telephones and Communication,-305.965,East,6096,1073.567,2013-08-01,Regular Air,0.99,New Jersey,85.99,8332,-0.19591160205415298
Evans,48.0,Sam Craven,Home Office,0.06,1,2013-07-31,13127,Medium,13,0.41,Office Supplies,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,-333.07,South,1834,951.31,2013-08-03,Delivery Truck,60.0,Georgia,68.81,30809,-0.23001552272961262
Strongsville,48.0,Steve Nguyen,Consumer,0.03,1,2013-08-01,28321,Medium,28,0.37,Office Supplies,Small Box,Avery 511,Labels,24.71,East,3968,90.5,2013-08-01,Regular Air,0.99,Ohio,3.08,44136,-0.47014079945521836
Calexico,48.0,Victoria Pisteka,Corporate,0.01,1,2013-08-02,34980,Not Specified,7,0.39,Furniture,Small Pack,3M Polarizing Light Filter Sleeves,Office Furnishings,100.77,West,4914,140.77,2013-08-04,Regular Air,3.77,California,18.65,92231,-0.4561178470487684
Calexico,48.0,Victoria Pisteka,Corporate,0.06,1,2013-08-02,34980,Not Specified,25,0.6,Office Supplies,Small Box,Home/Office Personal File Carts,Storage & Organization,120.02,West,4915,848.19,2013-08-04,Express Air,5.49,California,34.76,92231,-0.2587811255176198
